timestamp,asset_id,asset_type,oil_temp_c,load_pct,vibration_um,overall_status,source
2024-01-01 08:30:00,TRF-03,Transformer,62.77,69.4,3.129,Normal,HAI-distribution-matched
2024-01-01 08:35:00,TRF-04,Transformer,60.75,67.28,3.132,Normal,HAI-distribution-matched
2024-01-01 08:40:00,TRF-05,Transformer,60.48,63.98,3.04,Normal,HAI-distribution-matched
2024-01-01 08:45:00,TRF-01,Transformer,61.62,60.21,3.066,Normal,HAI-distribution-matched
2024-01-01 08:50:00,TRF-02,Transformer,69.36,64.99,3.171,Normal,HAI-distribution-matched
2024-01-01 08:55:00,TRF-03,Transformer,69.18,63.37,3.257,Normal,HAI-distribution-matched
2024-01-01 09:00:00,TRF-04,Transformer,68.63,59.85,3.024,Normal,HAI-distribution-matched
2024-01-01 09:05:00,TRF-05,Transformer,66.85,55.71,2.731,Normal,HAI-distribution-matched
2024-01-01 09:10:00,TRF-01,Transformer,61.13,56.35,3.417,Normal,HAI-distribution-matched
2024-01-01 09:15:00,TRF-02,Transformer,61.16,54.56,3.23,Normal,HAI-distribution-matched
2024-01-01 09:20:00,TRF-03,Transformer,61.13,52.03,3.376,Normal,HAI-distribution-matched
2024-01-01 09:25:00,TRF-04,Transformer,67.14,46.36,2.904,Normal,HAI-distribution-matched
2024-01-01 09:30:00,TRF-05,Transformer,67.53,51.9,2.847,Normal,HAI-distribution-matched
2024-01-01 09:35:00,TRF-01,Transformer,67.86,51.75,2.837,Normal,HAI-distribution-matched
2024-01-01 09:40:00,TRF-02,Transformer,65.88,47.44,2.983,Normal,HAI-distribution-matched
2024-01-01 09:45:00,TRF-03,Transformer,61.94,47.37,2.283,Normal,HAI-distribution-matched
2024-01-01 09:50:00,TRF-04,Transformer,66.5,50.95,2.433,Normal,HAI-distribution-matched
2024-01-01 09:55:00,TRF-05,Transformer,68.53,51.68,2.222,Normal,HAI-distribution-matched
2024-01-01 10:00:00,TRF-01,Transformer,70.59,53.02,2.422,Normal,HAI-distribution-matched
2024-01-01 10:05:00,TRF-02,Transformer,67.13,53.51,2.241,Normal,HAI-distribution-matched
2024-01-01 10:10:00,TRF-03,Transformer,69.25,48.08,2.16,Normal,HAI-distribution-matched
2024-01-01 10:15:00,TRF-04,Transformer,65.74,53.32,2.194,Normal,HAI-distribution-matched
2024-01-01 10:20:00,TRF-05,Transformer,65.09,46.01,2.16,Normal,HAI-distribution-matched
2024-01-01 10:25:00,TRF-01,Transformer,72.15,49.4,2.16,Normal,HAI-distribution-matched
2024-01-01 10:30:00,TRF-02,Transformer,68.97,52.97,2.16,Normal,HAI-distribution-matched
2024-01-01 10:35:00,TRF-03,Transformer,66.41,52.3,2.16,Normal,HAI-distribution-matched
2024-01-01 10:40:00,TRF-04,Transformer,66.97,54.27,2.16,Normal,HAI-distribution-matched
2024-01-01 10:45:00,TRF-05,Transformer,64.82,53.15,2.16,Normal,HAI-distribution-matched
2024-01-01 10:50:00,TRF-01,Transformer,60.76,55.05,2.16,Normal,HAI-distribution-matched
2024-01-01 10:55:00,TRF-02,Transformer,62.91,59.43,2.338,Normal,HAI-distribution-matched
2024-01-01 11:00:00,TRF-03,Transformer,59.04,55.26,2.279,Normal,HAI-distribution-matched
2024-01-01 11:05:00,TRF-04,Transformer,62.23,58.21,2.174,Normal,HAI-distribution-matched
2024-01-01 11:10:00,TRF-05,Transformer,62.18,65.21,2.356,Normal,HAI-distribution-matched
2024-01-01 11:15:00,TRF-01,Transformer,67.52,64.85,2.741,Normal,HAI-distribution-matched
2024-01-01 11:20:00,TRF-02,Transformer,69.62,79.31,2.478,Warning,HAI-distribution-matched
2024-01-01 11:25:00,TRF-03,Transformer,69.01,79.11,2.518,Warning,HAI-distribution-matched
2024-01-01 11:30:00,TRF-04,Transformer,71.14,76.6,2.16,Warning,HAI-distribution-matched
2024-01-01 11:35:00,TRF-05,Transformer,67.56,76.6,2.17,Warning,HAI-distribution-matched
2024-01-01 11:40:00,TRF-01,Transformer,68.82,76.6,2.303,Warning,HAI-distribution-matched
2024-01-01 11:45:00,TRF-02,Transformer,73.07,76.6,2.187,Warning,HAI-distribution-matched
2024-01-01 11:50:00,TRF-03,Transformer,68.09,76.6,2.191,Warning,HAI-distribution-matched
2024-01-01 11:55:00,TRF-04,Transformer,69.14,76.6,2.16,Warning,HAI-distribution-matched
2024-01-01 12:00:00,TRF-05,Transformer,70.83,78.51,2.16,Warning,HAI-distribution-matched
2024-01-01 12:05:00,TRF-01,Transformer,73.29,78.38,2.53,Warning,HAI-distribution-matched
2024-01-01 12:10:00,TRF-02,Transformer,69.57,78.79,2.317,Warning,HAI-distribution-matched
2024-01-01 12:15:00,TRF-03,Transformer,65.66,77.46,2.259,Warning,HAI-distribution-matched
2024-01-01 12:20:00,TRF-04,Transformer,67.85,76.6,2.5,Warning,HAI-distribution-matched
2024-01-01 12:25:00,TRF-05,Transformer,69.27,76.6,2.888,Warning,HAI-distribution-matched
2024-01-01 12:30:00,TRF-01,Transformer,70.34,76.6,2.519,Warning,HAI-distribution-matched
2024-01-01 12:35:00,TRF-02,Transformer,72.33,79.26,2.548,Warning,HAI-distribution-matched
2024-01-01 12:40:00,TRF-03,Transformer,70.8,80.85,2.689,Warning,HAI-distribution-matched
2024-01-01 12:45:00,TRF-04,Transformer,71.56,80.15,2.709,Warning,HAI-distribution-matched
2024-01-01 12:50:00,TRF-05,Transformer,72.71,80.6,2.16,Warning,HAI-distribution-matched
2024-01-01 12:55:00,TRF-01,Transformer,71.15,82.44,2.376,Warning,HAI-distribution-matched
2024-01-01 13:00:00,TRF-02,Transformer,77.22,83.27,2.862,Warning,HAI-distribution-matched
2024-01-01 13:05:00,TRF-03,Transformer,78.92,86.15,2.912,Warning,HAI-distribution-matched
2024-01-01 13:10:00,TRF-04,Transformer,74.06,83.94,2.659,Warning,HAI-distribution-matched
2024-01-01 13:15:00,TRF-05,Transformer,76.38,85.41,2.578,Warning,HAI-distribution-matched
2024-01-01 13:20:00,TRF-01,Transformer,72.74,84.01,3.098,Warning,HAI-distribution-matched
2024-01-01 13:25:00,TRF-02,Transformer,75.2,83.98,3.318,Warning,HAI-distribution-matched
2024-01-01 13:30:00,TRF-03,Transformer,77.96,82.54,3.436,Warning,HAI-distribution-matched
2024-01-01 13:35:00,TRF-04,Transformer,74.7,82.1,3.462,Warning,HAI-distribution-matched
2024-01-01 13:40:00,TRF-05,Transformer,77.4,82.39,3.222,Warning,HAI-distribution-matched
2024-01-01 13:45:00,TRF-01,Transformer,78.28,83.37,3.137,Warning,HAI-distribution-matched
2024-01-01 13:50:00,TRF-02,Transformer,79.94,83.19,3.097,Warning,HAI-distribution-matched
2024-01-01 13:55:00,TRF-03,Transformer,81.56,78.21,3.224,Warning,HAI-distribution-matched
2024-01-01 14:00:00,TRF-04,Transformer,80.78,78.54,3.58,Warning,HAI-distribution-matched
2024-01-01 14:05:00,TRF-05,Transformer,78.21,81.76,3.782,Warning,HAI-distribution-matched
2024-01-01 14:10:00,TRF-01,Transformer,74.74,81.54,3.298,Warning,HAI-distribution-matched
2024-01-01 14:15:00,TRF-02,Transformer,72.92,84.36,3.311,Warning,HAI-distribution-matched
2024-01-01 14:20:00,TRF-03,Transformer,72.62,83.69,3.455,Warning,HAI-distribution-matched
2024-01-01 14:25:00,TRF-04,Transformer,82.15,111.62,3.546,Critical,HAI-distribution-matched
2024-01-01 14:30:00,TRF-05,Transformer,83.1,112.12,3.302,Critical,HAI-distribution-matched
2024-01-01 14:35:00,TRF-01,Transformer,84.81,110.19,3.84,Critical,HAI-distribution-matched
2024-01-01 14:40:00,TRF-02,Transformer,82.34,103.46,3.528,Critical,HAI-distribution-matched
2024-01-01 14:45:00,TRF-03,Transformer,86.18,103.35,3.169,Critical,HAI-distribution-matched
2024-01-01 14:50:00,TRF-04,Transformer,85.14,105.84,3.204,Critical,HAI-distribution-matched
2024-01-01 14:55:00,TRF-05,Transformer,89.3,103.99,3.72,Critical,HAI-distribution-matched
2024-01-01 15:00:00,TRF-01,Transformer,88.43,101.11,3.396,Critical,HAI-distribution-matched
2024-01-01 15:05:00,TRF-02,Transformer,86.91,101.9,3.268,Critical,HAI-distribution-matched
2024-01-01 15:10:00,TRF-03,Transformer,83.21,104.03,3.506,Critical,HAI-distribution-matched
2024-01-01 15:15:00,TRF-04,Transformer,92.44,98.45,3.425,Critical,HAI-distribution-matched
2024-01-01 15:20:00,TRF-05,Transformer,94.25,104.31,3.275,Critical,HAI-distribution-matched
2024-01-01 15:25:00,TRF-01,Transformer,93.22,101.07,3.38,Critical,HAI-distribution-matched
2024-01-01 15:30:00,TRF-02,Transformer,95.6,100.92,3.393,Critical,HAI-distribution-matched
2024-01-01 15:35:00,TRF-03,Transformer,97.22,105.87,3.6,Critical,HAI-distribution-matched
2024-01-01 15:40:00,TRF-04,Transformer,96.07,106.73,3.84,Critical,HAI-distribution-matched
2024-01-01 15:45:00,TRF-05,Transformer,97.46,110.54,3.796,Critical,HAI-distribution-matched
2024-01-01 15:50:00,TRF-01,Transformer,81.59,61.15,3.752,Warning,HAI-distribution-matched
2024-01-01 15:55:00,TRF-02,Transformer,85.09,69.4,3.695,Warning,HAI-distribution-matched
2024-01-01 16:00:00,TRF-03,Transformer,85.42,68.35,3.717,Warning,HAI-distribution-matched
2024-01-01 16:05:00,TRF-04,Transformer,86.51,67.37,3.623,Warning,HAI-distribution-matched
2024-01-01 16:10:00,TRF-05,Transformer,85.26,66.63,3.53,Warning,HAI-distribution-matched
2024-01-01 16:15:00,TRF-01,Transformer,85.5,66.87,3.759,Warning,HAI-distribution-matched
2024-01-01 16:20:00,TRF-02,Transformer,82.89,63.59,3.84,Warning,HAI-distribution-matched
2024-01-01 16:25:00,TRF-03,Transformer,83.99,63.14,3.492,Warning,HAI-distribution-matched
2024-01-01 16:30:00,TRF-04,Transformer,72.74,66.13,3.421,Normal,HAI-distribution-matched
2024-01-01 16:35:00,TRF-05,Transformer,70.43,62.81,3.18,Normal,HAI-distribution-matched
2024-01-01 16:40:00,TRF-01,Transformer,71.16,59.78,3.073,Normal,HAI-distribution-matched
2024-01-01 16:45:00,TRF-02,Transformer,71.25,57.77,3.166,Normal,HAI-distribution-matched
2024-01-01 16:50:00,TRF-03,Transformer,68.64,52.5,3.314,Normal,HAI-distribution-matched
2024-01-01 16:55:00,TRF-04,Transformer,64.69,49.85,3.238,Normal,HAI-distribution-matched
2024-01-01 17:00:00,TRF-05,Transformer,59.3,47.42,2.708,Normal,HAI-distribution-matched
2024-01-01 17:05:00,TRF-01,Transformer,58.84,48.56,2.503,Normal,HAI-distribution-matched
2024-01-01 17:10:00,TRF-02,Transformer,63.4,53.22,2.809,Normal,HAI-distribution-matched
2024-01-01 17:15:00,TRF-03,Transformer,66.2,59.92,2.16,Normal,HAI-distribution-matched
2024-01-01 17:20:00,TRF-04,Transformer,62.42,59.44,2.567,Normal,HAI-distribution-matched
2024-01-01 17:25:00,TRF-05,Transformer,63.93,60.79,2.767,Normal,HAI-distribution-matched
2024-01-01 17:30:00,TRF-01,Transformer,65.55,61.0,3.141,Normal,HAI-distribution-matched
2024-01-01 17:35:00,TRF-02,Transformer,60.08,50.84,3.069,Normal,HAI-distribution-matched
2024-01-01 17:40:00,TRF-03,Transformer,59.75,46.38,2.526,Normal,HAI-distribution-matched
2024-01-01 17:45:00,TRF-04,Transformer,61.72,51.04,2.709,Normal,HAI-distribution-matched
2024-01-01 17:50:00,TRF-05,Transformer,59.98,55.44,3.081,Normal,HAI-distribution-matched
2024-01-01 17:55:00,TRF-01,Transformer,62.9,59.07,3.308,Normal,HAI-distribution-matched
2024-01-01 18:00:00,TRF-02,Transformer,64.63,57.67,3.091,Normal,HAI-distribution-matched
2024-01-01 18:05:00,TRF-03,Transformer,65.23,48.44,3.099,Normal,HAI-distribution-matched
2024-01-01 18:10:00,TRF-04,Transformer,66.94,44.88,2.947,Normal,HAI-distribution-matched
2024-01-01 18:15:00,TRF-05,Transformer,61.42,42.52,2.743,Normal,HAI-distribution-matched
2024-01-01 18:20:00,TRF-01,Transformer,60.03,47.17,3.029,Normal,HAI-distribution-matched
2024-01-01 18:25:00,TRF-02,Transformer,61.82,46.77,2.715,Normal,HAI-distribution-matched
2024-01-01 18:30:00,TRF-03,Transformer,66.06,55.48,2.527,Normal,HAI-distribution-matched
2024-01-01 18:35:00,TRF-04,Transformer,69.36,61.9,2.313,Normal,HAI-distribution-matched
2024-01-01 18:40:00,TRF-05,Transformer,78.58,68.27,2.16,Normal,HAI-distribution-matched
2024-01-01 18:45:00,TRF-01,Transformer,76.77,62.23,2.215,Normal,HAI-distribution-matched
2024-01-01 18:50:00,TRF-02,Transformer,77.09,63.32,2.632,Normal,HAI-distribution-matched
2024-01-01 18:55:00,TRF-03,Transformer,76.09,59.96,2.64,Normal,HAI-distribution-matched
2024-01-01 19:00:00,TRF-04,Transformer,76.3,60.66,2.305,Normal,HAI-distribution-matched
2024-01-01 19:05:00,TRF-05,Transformer,74.97,56.25,2.626,Normal,HAI-distribution-matched
2024-01-01 19:10:00,TRF-01,Transformer,76.55,61.49,3.117,Normal,HAI-distribution-matched
2024-01-01 19:15:00,TRF-02,Transformer,73.6,57.03,2.933,Normal,HAI-distribution-matched
2024-01-01 19:20:00,TRF-03,Transformer,69.03,48.11,2.819,Normal,HAI-distribution-matched
2024-01-01 19:25:00,TRF-04,Transformer,69.69,58.14,2.98,Normal,HAI-distribution-matched
2024-01-01 19:30:00,TRF-05,Transformer,69.82,59.63,3.401,Normal,HAI-distribution-matched
2024-01-01 19:35:00,TRF-01,Transformer,74.36,54.2,3.207,Normal,HAI-distribution-matched
2024-01-01 19:40:00,TRF-02,Transformer,67.35,53.61,2.832,Normal,HAI-distribution-matched
2024-01-01 19:45:00,TRF-03,Transformer,68.26,51.26,3.02,Normal,HAI-distribution-matched
2024-01-01 19:50:00,TRF-04,Transformer,63.02,51.85,3.223,Normal,HAI-distribution-matched
2024-01-01 19:55:00,TRF-05,Transformer,62.99,55.87,3.191,Normal,HAI-distribution-matched
2024-01-01 20:00:00,TRF-01,Transformer,67.36,58.6,3.019,Normal,HAI-distribution-matched
2024-01-01 20:05:00,TRF-02,Transformer,67.53,59.18,3.273,Normal,HAI-distribution-matched
2024-01-01 20:10:00,TRF-03,Transformer,63.98,58.58,4.358,Warning,HAI-distribution-matched
2024-01-01 20:15:00,TRF-04,Transformer,63.46,62.81,4.433,Warning,HAI-distribution-matched
2024-01-01 20:20:00,TRF-05,Transformer,63.14,53.12,4.36,Warning,HAI-distribution-matched
2024-01-01 20:25:00,TRF-01,Transformer,60.27,50.09,4.26,Warning,HAI-distribution-matched
2024-01-01 20:30:00,TRF-02,Transformer,60.32,46.5,4.26,Warning,HAI-distribution-matched
2024-01-01 20:35:00,TRF-03,Transformer,62.49,52.22,4.314,Warning,HAI-distribution-matched
2024-01-01 20:40:00,TRF-04,Transformer,59.96,49.37,4.487,Warning,HAI-distribution-matched
2024-01-01 20:45:00,TRF-05,Transformer,65.34,44.52,4.548,Warning,HAI-distribution-matched
2024-01-01 20:50:00,TRF-01,Transformer,67.88,48.53,4.617,Warning,HAI-distribution-matched
2024-01-01 20:55:00,TRF-02,Transformer,60.27,45.48,4.658,Warning,HAI-distribution-matched
2024-01-01 21:00:00,TRF-03,Transformer,61.07,45.35,4.651,Warning,HAI-distribution-matched
2024-01-01 21:05:00,TRF-04,Transformer,62.86,57.34,4.712,Warning,HAI-distribution-matched
2024-01-01 21:10:00,TRF-05,Transformer,66.74,60.47,4.418,Warning,HAI-distribution-matched
2024-01-01 21:15:00,TRF-01,Transformer,63.86,58.71,4.449,Warning,HAI-distribution-matched
2024-01-01 21:20:00,TRF-02,Transformer,63.54,57.62,4.347,Warning,HAI-distribution-matched
2024-01-01 21:25:00,TRF-03,Transformer,66.45,61.24,4.505,Warning,HAI-distribution-matched
2024-01-01 21:30:00,TRF-04,Transformer,69.67,63.24,4.494,Warning,HAI-distribution-matched
2024-01-01 21:35:00,TRF-05,Transformer,65.53,62.34,4.504,Warning,HAI-distribution-matched
2024-01-01 21:40:00,TRF-01,Transformer,64.6,61.7,4.343,Warning,HAI-distribution-matched
2024-01-01 21:45:00,TRF-02,Transformer,61.29,54.14,4.485,Warning,HAI-distribution-matched
2024-01-01 21:50:00,TRF-03,Transformer,57.68,46.79,4.563,Warning,HAI-distribution-matched
2024-01-01 21:55:00,TRF-04,Transformer,63.75,47.24,4.621,Warning,HAI-distribution-matched
2024-01-01 22:00:00,TRF-05,Transformer,64.29,45.6,4.519,Warning,HAI-distribution-matched
2024-01-01 22:05:00,TRF-01,Transformer,61.46,49.61,4.436,Warning,HAI-distribution-matched
2024-01-01 22:10:00,TRF-02,Transformer,64.96,51.29,4.477,Warning,HAI-distribution-matched
2024-01-01 22:15:00,TRF-03,Transformer,70.2,48.43,4.409,Warning,HAI-distribution-matched
2024-01-01 22:20:00,TRF-04,Transformer,72.68,50.13,4.477,Warning,HAI-distribution-matched
2024-01-01 22:25:00,TRF-05,Transformer,66.49,49.01,3.368,Normal,HAI-distribution-matched
2024-01-01 22:30:00,TRF-01,Transformer,67.58,59.06,3.114,Normal,HAI-distribution-matched
2024-01-01 22:35:00,TRF-02,Transformer,71.45,60.16,3.11,Normal,HAI-distribution-matched
