timestamp,asset_id,asset_type,current_amps,current_pct_rated,ground_clearance_ft,overall_status,source
2024-01-01 04:00:00,PL-01,PowerLine,677.5,33.88,24.048,Normal,HAI-distribution-matched
2024-01-01 04:05:00,PL-02,PowerLine,771.4,38.57,23.502,Normal,HAI-distribution-matched
2024-01-01 04:10:00,PL-03,PowerLine,735.9,36.79,23.916,Normal,HAI-distribution-matched
2024-01-01 04:15:00,PL-04,PowerLine,847.8,42.39,23.772,Normal,HAI-distribution-matched
2024-01-01 04:20:00,PL-05,PowerLine,746.2,37.31,24.124,Normal,HAI-distribution-matched
2024-01-01 04:25:00,PL-06,PowerLine,718.1,35.91,24.102,Normal,HAI-distribution-matched
2024-01-01 04:30:00,PL-07,PowerLine,745.5,37.27,24.196,Normal,HAI-distribution-matched
2024-01-01 04:35:00,PL-08,PowerLine,704.0,35.2,23.908,Normal,HAI-distribution-matched
2024-01-01 04:40:00,PL-01,PowerLine,720.2,36.01,23.794,Normal,HAI-distribution-matched
2024-01-01 04:45:00,PL-02,PowerLine,809.2,40.46,24.062,Normal,HAI-distribution-matched
2024-01-01 04:50:00,PL-03,PowerLine,820.6,41.03,24.004,Normal,HAI-distribution-matched
2024-01-01 04:55:00,PL-04,PowerLine,789.4,39.47,23.596,Normal,HAI-distribution-matched
2024-01-01 05:00:00,PL-05,PowerLine,866.4,43.32,23.698,Normal,HAI-distribution-matched
2024-01-01 05:05:00,PL-06,PowerLine,879.2,43.96,23.885,Normal,HAI-distribution-matched
2024-01-01 05:10:00,PL-07,PowerLine,851.8,42.59,24.409,Normal,HAI-distribution-matched
2024-01-01 05:15:00,PL-08,PowerLine,823.1,41.16,24.773,Normal,HAI-distribution-matched
2024-01-01 05:20:00,PL-01,PowerLine,777.5,38.88,24.633,Normal,HAI-distribution-matched
2024-01-01 05:25:00,PL-02,PowerLine,828.1,41.4,24.336,Normal,HAI-distribution-matched
2024-01-01 05:30:00,PL-03,PowerLine,873.8,43.69,24.201,Normal,HAI-distribution-matched
2024-01-01 05:35:00,PL-04,PowerLine,940.0,47.0,23.978,Normal,HAI-distribution-matched
2024-01-01 05:40:00,PL-05,PowerLine,936.6,46.83,24.168,Normal,HAI-distribution-matched
2024-01-01 05:45:00,PL-06,PowerLine,861.0,43.05,24.527,Normal,HAI-distribution-matched
2024-01-01 05:50:00,PL-07,PowerLine,861.2,43.06,24.905,Normal,HAI-distribution-matched
2024-01-01 05:55:00,PL-08,PowerLine,795.6,39.78,24.617,Normal,HAI-distribution-matched
2024-01-01 06:00:00,PL-01,PowerLine,793.2,39.66,24.336,Normal,HAI-distribution-matched
2024-01-01 06:05:00,PL-02,PowerLine,883.2,44.16,24.131,Normal,HAI-distribution-matched
2024-01-01 06:10:00,PL-03,PowerLine,940.0,47.0,23.399,Normal,HAI-distribution-matched
2024-01-01 06:15:00,PL-04,PowerLine,940.0,47.0,23.045,Normal,HAI-distribution-matched
2024-01-01 06:20:00,PL-05,PowerLine,930.5,46.53,23.176,Normal,HAI-distribution-matched
2024-01-01 06:25:00,PL-06,PowerLine,940.0,47.0,23.439,Normal,HAI-distribution-matched
2024-01-01 06:30:00,PL-07,PowerLine,875.5,43.77,23.704,Normal,HAI-distribution-matched
2024-01-01 06:35:00,PL-08,PowerLine,741.3,37.07,23.461,Normal,HAI-distribution-matched
2024-01-01 06:40:00,PL-01,PowerLine,755.2,37.76,23.361,Normal,HAI-distribution-matched
2024-01-01 06:45:00,PL-02,PowerLine,719.2,35.96,23.357,Normal,HAI-distribution-matched
2024-01-01 06:50:00,PL-03,PowerLine,847.9,42.4,23.313,Normal,HAI-distribution-matched
2024-01-01 06:55:00,PL-04,PowerLine,940.0,47.0,23.67,Normal,HAI-distribution-matched
2024-01-01 07:00:00,PL-05,PowerLine,858.4,42.92,23.237,Normal,HAI-distribution-matched
2024-01-01 07:05:00,PL-06,PowerLine,885.9,44.29,22.928,Normal,HAI-distribution-matched
2024-01-01 07:10:00,PL-07,PowerLine,712.4,35.62,22.978,Normal,HAI-distribution-matched
2024-01-01 07:15:00,PL-08,PowerLine,735.5,36.78,22.8,Normal,HAI-distribution-matched
2024-01-01 07:20:00,PL-01,PowerLine,753.4,37.67,22.8,Normal,HAI-distribution-matched
2024-01-01 07:25:00,PL-02,PowerLine,672.1,33.61,22.8,Normal,HAI-distribution-matched
2024-01-01 07:30:00,PL-03,PowerLine,688.5,34.42,22.8,Normal,HAI-distribution-matched
2024-01-01 07:35:00,PL-04,PowerLine,621.7,31.09,22.8,Normal,HAI-distribution-matched
2024-01-01 07:40:00,PL-05,PowerLine,696.3,34.82,23.06,Normal,HAI-distribution-matched
2024-01-01 07:45:00,PL-06,PowerLine,710.6,35.53,23.787,Normal,HAI-distribution-matched
2024-01-01 07:50:00,PL-07,PowerLine,819.1,40.95,23.856,Normal,HAI-distribution-matched
2024-01-01 07:55:00,PL-08,PowerLine,688.3,34.42,23.965,Normal,HAI-distribution-matched
2024-01-01 08:00:00,PL-01,PowerLine,626.1,31.3,23.878,Normal,HAI-distribution-matched
2024-01-01 08:05:00,PL-02,PowerLine,601.4,30.07,23.822,Normal,HAI-distribution-matched
2024-01-01 08:10:00,PL-03,PowerLine,652.3,32.62,24.616,Normal,HAI-distribution-matched
2024-01-01 08:15:00,PL-04,PowerLine,679.5,33.97,24.62,Normal,HAI-distribution-matched
2024-01-01 08:20:00,PL-05,PowerLine,713.9,35.7,24.655,Normal,HAI-distribution-matched
2024-01-01 08:25:00,PL-06,PowerLine,664.0,33.2,24.135,Normal,HAI-distribution-matched
2024-01-01 08:30:00,PL-07,PowerLine,529.0,26.45,24.266,Normal,HAI-distribution-matched
2024-01-01 08:35:00,PL-08,PowerLine,498.6,24.93,24.469,Normal,HAI-distribution-matched
2024-01-01 08:40:00,PL-01,PowerLine,632.7,31.63,24.808,Normal,HAI-distribution-matched
2024-01-01 08:45:00,PL-02,PowerLine,597.0,29.85,24.919,Normal,HAI-distribution-matched
2024-01-01 08:50:00,PL-03,PowerLine,625.5,31.28,24.734,Normal,HAI-distribution-matched
2024-01-01 08:55:00,PL-04,PowerLine,641.2,32.06,24.562,Normal,HAI-distribution-matched
2024-01-01 09:00:00,PL-05,PowerLine,663.6,33.18,24.451,Normal,HAI-distribution-matched
2024-01-01 09:05:00,PL-06,PowerLine,570.6,28.53,24.423,Normal,HAI-distribution-matched
2024-01-01 09:10:00,PL-07,PowerLine,650.3,32.52,24.827,Normal,HAI-distribution-matched
2024-01-01 09:15:00,PL-08,PowerLine,650.4,32.52,25.098,Normal,HAI-distribution-matched
2024-01-01 09:20:00,PL-01,PowerLine,828.2,41.41,25.2,Normal,HAI-distribution-matched
2024-01-01 09:25:00,PL-02,PowerLine,781.5,39.08,25.2,Normal,HAI-distribution-matched
2024-01-01 09:30:00,PL-03,PowerLine,841.3,42.07,24.532,Normal,HAI-distribution-matched
2024-01-01 09:35:00,PL-04,PowerLine,791.5,39.58,24.282,Normal,HAI-distribution-matched
2024-01-01 09:40:00,PL-05,PowerLine,919.3,45.97,24.236,Normal,HAI-distribution-matched
2024-01-01 09:45:00,PL-06,PowerLine,940.0,47.0,23.953,Normal,HAI-distribution-matched
2024-01-01 09:50:00,PL-07,PowerLine,809.5,40.47,23.617,Normal,HAI-distribution-matched
2024-01-01 09:55:00,PL-08,PowerLine,896.8,44.84,23.041,Normal,HAI-distribution-matched
2024-01-01 10:00:00,PL-01,PowerLine,924.5,46.22,23.07,Normal,HAI-distribution-matched
2024-01-01 10:05:00,PL-02,PowerLine,856.4,42.82,23.539,Normal,HAI-distribution-matched
2024-01-01 10:10:00,PL-03,PowerLine,713.9,35.7,23.894,Normal,HAI-distribution-matched
2024-01-01 10:15:00,PL-04,PowerLine,800.2,40.01,23.632,Normal,HAI-distribution-matched
2024-01-01 10:20:00,PL-05,PowerLine,912.6,45.63,23.769,Normal,HAI-distribution-matched
2024-01-01 10:25:00,PL-06,PowerLine,940.0,47.0,24.304,Normal,HAI-distribution-matched
2024-01-01 10:30:00,PL-07,PowerLine,940.0,47.0,23.698,Normal,HAI-distribution-matched
2024-01-01 10:35:00,PL-08,PowerLine,940.0,47.0,23.685,Normal,HAI-distribution-matched
2024-01-01 10:40:00,PL-01,PowerLine,940.0,47.0,23.838,Normal,HAI-distribution-matched
2024-01-01 10:45:00,PL-02,PowerLine,940.0,47.0,23.866,Normal,HAI-distribution-matched
2024-01-01 10:50:00,PL-03,PowerLine,781.7,39.09,24.199,Normal,HAI-distribution-matched
2024-01-01 10:55:00,PL-04,PowerLine,825.4,41.27,23.617,Normal,HAI-distribution-matched
2024-01-01 11:00:00,PL-05,PowerLine,835.6,41.78,23.304,Normal,HAI-distribution-matched
2024-01-01 11:05:00,PL-06,PowerLine,711.7,35.59,23.66,Normal,HAI-distribution-matched
2024-01-01 11:10:00,PL-07,PowerLine,548.2,27.41,23.083,Normal,HAI-distribution-matched
2024-01-01 11:15:00,PL-08,PowerLine,577.0,28.85,23.52,Normal,HAI-distribution-matched
2024-01-01 11:20:00,PL-01,PowerLine,584.0,29.2,23.758,Normal,HAI-distribution-matched
2024-01-01 11:25:00,PL-02,PowerLine,583.7,29.18,24.068,Normal,HAI-distribution-matched
2024-01-01 11:30:00,PL-03,PowerLine,643.9,32.19,23.885,Normal,HAI-distribution-matched
2024-01-01 11:35:00,PL-04,PowerLine,597.3,29.87,24.09,Normal,HAI-distribution-matched
2024-01-01 11:40:00,PL-05,PowerLine,663.4,33.17,23.644,Normal,HAI-distribution-matched
2024-01-01 11:45:00,PL-06,PowerLine,720.1,36.01,23.545,Normal,HAI-distribution-matched
2024-01-01 11:50:00,PL-07,PowerLine,520.9,26.04,23.626,Normal,HAI-distribution-matched
2024-01-01 11:55:00,PL-08,PowerLine,542.7,27.14,26.5,Warning,HAI-distribution-matched
2024-01-01 12:00:00,PL-01,PowerLine,1157.5,57.87,26.461,Warning,HAI-distribution-matched
2024-01-01 12:05:00,PL-02,PowerLine,1163.0,58.15,26.562,Warning,HAI-distribution-matched
2024-01-01 12:10:00,PL-03,PowerLine,1154.5,57.72,26.453,Warning,HAI-distribution-matched
2024-01-01 12:15:00,PL-04,PowerLine,1166.7,58.34,26.304,Warning,HAI-distribution-matched
2024-01-01 12:20:00,PL-05,PowerLine,1151.7,57.59,26.312,Warning,HAI-distribution-matched
2024-01-01 12:25:00,PL-06,PowerLine,1237.5,61.87,26.332,Warning,HAI-distribution-matched
2024-01-01 12:30:00,PL-07,PowerLine,1260.0,63.0,26.396,Warning,HAI-distribution-matched
2024-01-01 12:35:00,PL-08,PowerLine,1245.9,62.3,26.272,Warning,HAI-distribution-matched
2024-01-01 12:40:00,PL-01,PowerLine,1221.8,61.09,26.163,Warning,HAI-distribution-matched
2024-01-01 12:45:00,PL-02,PowerLine,1181.2,59.06,25.941,Warning,HAI-distribution-matched
2024-01-01 12:50:00,PL-03,PowerLine,1115.7,55.78,26.12,Warning,HAI-distribution-matched
2024-01-01 12:55:00,PL-04,PowerLine,1173.3,58.66,25.996,Warning,HAI-distribution-matched
2024-01-01 13:00:00,PL-05,PowerLine,1163.6,58.18,25.962,Warning,HAI-distribution-matched
2024-01-01 13:05:00,PL-06,PowerLine,1125.4,56.27,26.285,Warning,HAI-distribution-matched
2024-01-01 13:10:00,PL-07,PowerLine,1072.9,53.64,26.4,Warning,HAI-distribution-matched
2024-01-01 13:15:00,PL-08,PowerLine,1090.0,54.5,26.393,Warning,HAI-distribution-matched
2024-01-01 13:20:00,PL-01,PowerLine,1108.8,55.44,26.463,Warning,HAI-distribution-matched
2024-01-01 13:25:00,PL-02,PowerLine,1126.5,56.32,26.614,Warning,HAI-distribution-matched
2024-01-01 13:30:00,PL-03,PowerLine,1162.3,58.12,26.242,Warning,HAI-distribution-matched
2024-01-01 13:35:00,PL-04,PowerLine,1187.3,59.37,26.097,Warning,HAI-distribution-matched
2024-01-01 13:40:00,PL-05,PowerLine,1139.5,56.98,26.095,Warning,HAI-distribution-matched
2024-01-01 13:45:00,PL-06,PowerLine,1105.2,55.26,25.97,Warning,HAI-distribution-matched
2024-01-01 13:50:00,PL-07,PowerLine,1141.2,57.06,25.911,Warning,HAI-distribution-matched
2024-01-01 13:55:00,PL-08,PowerLine,1121.5,56.08,25.707,Warning,HAI-distribution-matched
2024-01-01 14:00:00,PL-01,PowerLine,1077.9,53.9,25.952,Warning,HAI-distribution-matched
2024-01-01 14:05:00,PL-02,PowerLine,1060.0,53.0,25.914,Warning,HAI-distribution-matched
2024-01-01 14:10:00,PL-03,PowerLine,1087.9,54.39,25.952,Warning,HAI-distribution-matched
2024-01-01 14:15:00,PL-04,PowerLine,1124.7,56.24,25.947,Warning,HAI-distribution-matched
2024-01-01 14:20:00,PL-05,PowerLine,1131.1,56.55,23.22,Warning,HAI-distribution-matched
2024-01-01 14:25:00,PL-06,PowerLine,1102.6,55.13,23.426,Warning,HAI-distribution-matched
2024-01-01 14:30:00,PL-07,PowerLine,1106.2,55.31,23.071,Warning,HAI-distribution-matched
2024-01-01 14:35:00,PL-08,PowerLine,1106.3,55.31,23.294,Warning,HAI-distribution-matched
2024-01-01 14:40:00,PL-01,PowerLine,1097.4,54.87,24.035,Warning,HAI-distribution-matched
2024-01-01 14:45:00,PL-02,PowerLine,1125.4,56.27,23.524,Warning,HAI-distribution-matched
2024-01-01 14:50:00,PL-03,PowerLine,1112.4,55.62,23.581,Warning,HAI-distribution-matched
2024-01-01 14:55:00,PL-04,PowerLine,1692.6,84.63,22.45,Critical,HAI-distribution-matched
2024-01-01 15:00:00,PL-05,PowerLine,1702.9,85.14,22.261,Critical,HAI-distribution-matched
2024-01-01 15:05:00,PL-06,PowerLine,1687.2,84.36,22.691,Critical,HAI-distribution-matched
2024-01-01 15:10:00,PL-07,PowerLine,1643.7,82.19,22.669,Critical,HAI-distribution-matched
2024-01-01 15:15:00,PL-08,PowerLine,1629.9,81.49,23.06,Critical,HAI-distribution-matched
2024-01-01 15:20:00,PL-01,PowerLine,1684.1,84.21,23.183,Critical,HAI-distribution-matched
2024-01-01 15:25:00,PL-02,PowerLine,1575.2,78.76,23.288,Critical,HAI-distribution-matched
2024-01-01 15:30:00,PL-03,PowerLine,1733.8,86.69,22.771,Critical,HAI-distribution-matched
2024-01-01 15:35:00,PL-04,PowerLine,1667.2,83.36,23.164,Critical,HAI-distribution-matched
2024-01-01 15:40:00,PL-05,PowerLine,1644.0,82.2,23.325,Critical,HAI-distribution-matched
2024-01-01 15:45:00,PL-06,PowerLine,1629.0,81.45,22.781,Critical,HAI-distribution-matched
2024-01-01 15:50:00,PL-07,PowerLine,1614.8,80.74,22.528,Critical,HAI-distribution-matched
2024-01-01 15:55:00,PL-08,PowerLine,1577.2,78.86,22.223,Critical,HAI-distribution-matched
2024-01-01 16:00:00,PL-01,PowerLine,1626.7,81.34,22.173,Critical,HAI-distribution-matched
2024-01-01 16:05:00,PL-02,PowerLine,1682.8,84.14,22.117,Critical,HAI-distribution-matched
2024-01-01 16:10:00,PL-03,PowerLine,1720.7,86.04,22.079,Critical,HAI-distribution-matched
2024-01-01 16:15:00,PL-04,PowerLine,1707.3,85.36,22.093,Critical,HAI-distribution-matched
2024-01-01 16:20:00,PL-05,PowerLine,581.1,29.05,22.861,Normal,HAI-distribution-matched
2024-01-01 16:25:00,PL-06,PowerLine,654.1,32.7,23.411,Normal,HAI-distribution-matched
2024-01-01 16:30:00,PL-07,PowerLine,701.4,35.07,23.243,Normal,HAI-distribution-matched
2024-01-01 16:35:00,PL-08,PowerLine,572.1,28.6,23.649,Normal,HAI-distribution-matched
2024-01-01 16:40:00,PL-01,PowerLine,598.3,29.92,24.15,Normal,HAI-distribution-matched
2024-01-01 16:45:00,PL-02,PowerLine,594.5,29.72,24.355,Normal,HAI-distribution-matched
2024-01-01 16:50:00,PL-03,PowerLine,689.6,34.48,24.412,Normal,HAI-distribution-matched
2024-01-01 16:55:00,PL-04,PowerLine,602.7,30.14,24.756,Normal,HAI-distribution-matched
2024-01-01 17:00:00,PL-05,PowerLine,617.1,30.86,24.926,Normal,HAI-distribution-matched
2024-01-01 17:05:00,PL-06,PowerLine,693.8,34.69,24.34,Normal,HAI-distribution-matched
2024-01-01 17:10:00,PL-07,PowerLine,750.8,37.54,24.219,Normal,HAI-distribution-matched
2024-01-01 17:15:00,PL-08,PowerLine,731.8,36.59,23.983,Normal,HAI-distribution-matched
2024-01-01 17:20:00,PL-01,PowerLine,814.0,40.7,24.41,Normal,HAI-distribution-matched
2024-01-01 17:25:00,PL-02,PowerLine,743.0,37.15,24.135,Normal,HAI-distribution-matched
2024-01-01 17:30:00,PL-03,PowerLine,790.6,39.53,23.837,Normal,HAI-distribution-matched
2024-01-01 17:35:00,PL-04,PowerLine,843.2,42.16,24.24,Normal,HAI-distribution-matched
2024-01-01 17:40:00,PL-05,PowerLine,720.8,36.04,24.3,Normal,HAI-distribution-matched
2024-01-01 17:45:00,PL-06,PowerLine,813.8,40.69,25.034,Normal,HAI-distribution-matched
2024-01-01 17:50:00,PL-07,PowerLine,675.2,33.76,24.561,Normal,HAI-distribution-matched
2024-01-01 17:55:00,PL-08,PowerLine,706.4,35.32,24.285,Normal,HAI-distribution-matched
2024-01-01 18:00:00,PL-01,PowerLine,670.9,33.54,24.656,Normal,HAI-distribution-matched
2024-01-01 18:05:00,PL-02,PowerLine,749.9,37.5,24.086,Normal,HAI-distribution-matched
2024-01-01 18:10:00,PL-03,PowerLine,766.8,38.34,24.56,Normal,HAI-distribution-matched
2024-01-01 18:15:00,PL-04,PowerLine,888.8,44.44,24.031,Normal,HAI-distribution-matched
2024-01-01 18:20:00,PL-05,PowerLine,940.0,47.0,24.251,Normal,HAI-distribution-matched
2024-01-01 18:25:00,PL-06,PowerLine,917.4,45.87,23.534,Normal,HAI-distribution-matched
2024-01-01 18:30:00,PL-07,PowerLine,940.0,47.0,23.62,Normal,HAI-distribution-matched
2024-01-01 18:35:00,PL-08,PowerLine,925.0,46.25,23.172,Normal,HAI-distribution-matched
2024-01-01 18:40:00,PL-01,PowerLine,810.9,40.55,24.007,Normal,HAI-distribution-matched
2024-01-01 18:45:00,PL-02,PowerLine,760.6,38.03,23.611,Normal,HAI-distribution-matched
2024-01-01 18:50:00,PL-03,PowerLine,743.0,37.15,23.363,Normal,HAI-distribution-matched
2024-01-01 18:55:00,PL-04,PowerLine,507.4,25.37,23.656,Normal,HAI-distribution-matched
2024-01-01 19:00:00,PL-05,PowerLine,638.3,31.91,23.486,Normal,HAI-distribution-matched
2024-01-01 19:05:00,PL-06,PowerLine,640.4,32.02,23.821,Normal,HAI-distribution-matched
2024-01-01 19:10:00,PL-07,PowerLine,720.4,36.02,23.586,Normal,HAI-distribution-matched
2024-01-01 19:15:00,PL-08,PowerLine,729.2,36.46,23.358,Normal,HAI-distribution-matched
2024-01-01 19:20:00,PL-01,PowerLine,611.2,30.56,23.444,Normal,HAI-distribution-matched
2024-01-01 19:25:00,PL-02,PowerLine,630.3,31.52,23.078,Normal,HAI-distribution-matched
2024-01-01 19:30:00,PL-03,PowerLine,632.0,31.6,23.363,Normal,HAI-distribution-matched
2024-01-01 19:35:00,PL-04,PowerLine,591.6,29.58,23.782,Normal,HAI-distribution-matched
2024-01-01 19:40:00,PL-05,PowerLine,579.1,28.95,24.019,Normal,HAI-distribution-matched
2024-01-01 19:45:00,PL-06,PowerLine,599.2,29.96,24.253,Normal,HAI-distribution-matched
2024-01-01 19:50:00,PL-07,PowerLine,460.0,23.0,23.505,Normal,HAI-distribution-matched
2024-01-01 19:55:00,PL-08,PowerLine,499.8,24.99,23.409,Normal,HAI-distribution-matched
2024-01-01 20:00:00,PL-01,PowerLine,574.4,28.72,23.414,Normal,HAI-distribution-matched
2024-01-01 20:05:00,PL-02,PowerLine,630.2,31.51,24.038,Normal,HAI-distribution-matched
2024-01-01 20:10:00,PL-03,PowerLine,619.9,31.0,23.818,Normal,HAI-distribution-matched
2024-01-01 20:15:00,PL-04,PowerLine,776.8,38.84,22.997,Normal,HAI-distribution-matched
2024-01-01 20:20:00,PL-05,PowerLine,802.9,40.15,22.8,Normal,HAI-distribution-matched
2024-01-01 20:25:00,PL-06,PowerLine,756.7,37.83,22.8,Normal,HAI-distribution-matched
2024-01-01 20:30:00,PL-07,PowerLine,656.8,32.84,22.8,Normal,HAI-distribution-matched
2024-01-01 20:35:00,PL-08,PowerLine,562.6,28.13,22.8,Normal,HAI-distribution-matched
2024-01-01 20:40:00,PL-01,PowerLine,612.7,30.64,22.8,Normal,HAI-distribution-matched
2024-01-01 20:45:00,PL-02,PowerLine,679.1,33.95,22.8,Normal,HAI-distribution-matched
2024-01-01 20:50:00,PL-03,PowerLine,691.4,34.57,22.8,Normal,HAI-distribution-matched
2024-01-01 20:55:00,PL-04,PowerLine,688.5,34.42,23.326,Normal,HAI-distribution-matched
2024-01-01 21:00:00,PL-05,PowerLine,665.2,33.26,23.326,Normal,HAI-distribution-matched
2024-01-01 21:05:00,PL-06,PowerLine,706.8,35.34,23.25,Normal,HAI-distribution-matched
2024-01-01 21:10:00,PL-07,PowerLine,648.5,32.43,23.557,Normal,HAI-distribution-matched
2024-01-01 21:15:00,PL-08,PowerLine,654.8,32.74,23.252,Normal,HAI-distribution-matched
2024-01-01 21:20:00,PL-01,PowerLine,668.4,33.42,23.577,Normal,HAI-distribution-matched
2024-01-01 21:25:00,PL-02,PowerLine,715.7,35.78,23.463,Normal,HAI-distribution-matched
2024-01-01 21:30:00,PL-03,PowerLine,653.0,32.65,23.324,Normal,HAI-distribution-matched
2024-01-01 21:35:00,PL-04,PowerLine,586.0,29.3,23.393,Normal,HAI-distribution-matched
2024-01-01 21:40:00,PL-05,PowerLine,606.7,30.34,23.082,Normal,HAI-distribution-matched
2024-01-01 21:45:00,PL-06,PowerLine,636.0,31.8,23.15,Normal,HAI-distribution-matched
2024-01-01 21:50:00,PL-07,PowerLine,645.2,32.26,23.402,Normal,HAI-distribution-matched
2024-01-01 21:55:00,PL-08,PowerLine,460.0,23.0,22.8,Normal,HAI-distribution-matched
2024-01-01 22:00:00,PL-01,PowerLine,514.8,25.74,23.247,Normal,HAI-distribution-matched
2024-01-01 22:05:00,PL-02,PowerLine,732.0,36.6,23.661,Normal,HAI-distribution-matched
2024-01-01 22:10:00,PL-03,PowerLine,794.9,39.75,23.028,Normal,HAI-distribution-matched
2024-01-01 22:15:00,PL-04,PowerLine,636.4,31.82,22.8,Normal,HAI-distribution-matched
2024-01-01 22:20:00,PL-05,PowerLine,616.1,30.8,22.978,Normal,HAI-distribution-matched
2024-01-01 22:25:00,PL-06,PowerLine,614.3,30.71,23.413,Normal,HAI-distribution-matched
2024-01-01 22:30:00,PL-07,PowerLine,603.5,30.17,23.731,Normal,HAI-distribution-matched
