timestamp,asset_id,asset_type,oil_temp_c,load_pct,vibration_um,overall_status
2024-01-01 12:20:00,TRF-04,Transformer,50.87,23.83,2.126,Normal
2024-01-01 12:25:00,TRF-05,Transformer,59.54,34.12,2.036,Normal
2024-01-01 12:30:00,TRF-01,Transformer,58.81,29.3,1.922,Normal
2024-01-01 12:35:00,TRF-02,Transformer,62.61,38.91,1.923,Normal
2024-01-01 12:40:00,TRF-03,Transformer,61.26,41.84,1.898,Normal
2024-01-01 12:45:00,TRF-04,Transformer,58.71,36.03,2.031,Normal
2024-01-01 12:50:00,TRF-05,Transformer,58.21,35.35,2.057,Normal
2024-01-01 12:55:00,TRF-01,Transformer,64.29,50.35,1.958,Normal
2024-01-01 13:00:00,TRF-02,Transformer,67.11,60.72,2.097,Normal
2024-01-01 13:05:00,TRF-03,Transformer,66.97,60.75,2.103,Normal
2024-01-01 13:10:00,TRF-04,Transformer,68.62,56.8,1.916,Normal
2024-01-01 13:15:00,TRF-05,Transformer,67.9,55.34,2.211,Normal
2024-01-01 13:20:00,TRF-01,Transformer,69.26,62.69,2.112,Normal
2024-01-01 13:25:00,TRF-02,Transformer,80.25,87.42,2.199,Normal
2024-01-01 13:30:00,TRF-03,Transformer,72.12,70.5,1.994,Normal
2024-01-01 13:35:00,TRF-04,Transformer,75.28,79.0,2.194,Normal
2024-01-01 13:40:00,TRF-05,Transformer,78.24,84.86,2.288,Warning
2024-01-01 13:45:00,TRF-01,Transformer,70.94,71.94,2.043,Normal
2024-01-01 13:50:00,TRF-02,Transformer,72.09,62.7,2.091,Normal
2024-01-01 13:55:00,TRF-03,Transformer,68.35,60.56,2.044,Normal
2024-01-01 14:00:00,TRF-04,Transformer,65.1,56.5,2.131,Normal
2024-01-01 14:05:00,TRF-05,Transformer,63.1,49.85,1.91,Normal
2024-01-01 14:10:00,TRF-01,Transformer,64.57,53.43,1.84,Normal
2024-01-01 14:15:00,TRF-02,Transformer,62.1,47.71,1.923,Normal
2024-01-01 14:20:00,TRF-03,Transformer,65.5,51.32,1.953,Normal
2024-01-01 14:25:00,TRF-04,Transformer,59.58,34.96,2.112,Normal
2024-01-01 14:30:00,TRF-05,Transformer,59.14,34.24,1.983,Normal
2024-01-01 14:35:00,TRF-01,Transformer,65.69,53.84,1.887,Normal
2024-01-01 14:40:00,TRF-02,Transformer,64.64,52.25,1.931,Normal
2024-01-01 14:45:00,TRF-03,Transformer,61.51,40.68,2.206,Normal
2024-01-01 14:50:00,TRF-04,Transformer,60.41,38.6,1.841,Normal
2024-01-01 14:55:00,TRF-05,Transformer,55.97,30.22,2.01,Normal
2024-01-01 15:00:00,TRF-01,Transformer,64.46,50.83,1.942,Normal
2024-01-01 15:05:00,TRF-02,Transformer,66.77,56.23,1.925,Normal
2024-01-01 15:10:00,TRF-03,Transformer,63.06,51.55,2.052,Normal
2024-01-01 15:15:00,TRF-04,Transformer,63.2,52.22,2.043,Normal
2024-01-01 15:20:00,TRF-05,Transformer,59.39,43.4,2.141,Normal
2024-01-01 15:25:00,TRF-01,Transformer,62.97,50.55,1.982,Normal
2024-01-01 15:30:00,TRF-02,Transformer,69.38,62.66,2.018,Normal
2024-01-01 15:35:00,TRF-03,Transformer,65.4,53.08,2.052,Normal
2024-01-01 15:40:00,TRF-04,Transformer,67.75,55.68,2.105,Normal
2024-01-01 15:45:00,TRF-05,Transformer,62.28,46.18,1.988,Normal
2024-01-01 15:50:00,TRF-01,Transformer,63.71,39.94,2.076,Normal
2024-01-01 15:55:00,TRF-02,Transformer,56.99,35.08,2.008,Normal
2024-01-01 16:00:00,TRF-03,Transformer,59.21,38.72,1.989,Normal
2024-01-01 16:05:00,TRF-04,Transformer,66.74,62.78,1.992,Normal
2024-01-01 16:10:00,TRF-05,Transformer,69.08,55.48,2.107,Normal
2024-01-01 16:15:00,TRF-01,Transformer,64.14,61.59,2.097,Normal
2024-01-01 16:20:00,TRF-02,Transformer,78.74,83.28,2.17,Normal
2024-01-01 16:25:00,TRF-03,Transformer,75.06,75.64,2.074,Normal
2024-01-01 16:30:00,TRF-04,Transformer,78.45,90.47,2.329,Warning
2024-01-01 16:35:00,TRF-05,Transformer,83.47,102.73,2.101,Warning
2024-01-01 16:40:00,TRF-01,Transformer,79.82,91.96,2.21,Warning
2024-01-01 16:45:00,TRF-02,Transformer,81.5,89.81,2.243,Normal
2024-01-01 16:50:00,TRF-03,Transformer,80.15,94.73,2.315,Warning
2024-01-01 16:55:00,TRF-04,Transformer,79.47,90.08,2.146,Warning
2024-01-01 17:00:00,TRF-05,Transformer,82.93,93.69,2.28,Warning
2024-01-01 17:05:00,TRF-01,Transformer,74.39,77.34,2.153,Normal
2024-01-01 17:10:00,TRF-02,Transformer,77.49,91.12,2.137,Warning
2024-01-01 17:15:00,TRF-03,Transformer,75.21,79.48,2.133,Normal
2024-01-01 17:20:00,TRF-04,Transformer,77.47,79.15,2.202,Normal
2024-01-01 17:25:00,TRF-05,Transformer,76.34,78.27,2.167,Normal
2024-01-01 17:30:00,TRF-01,Transformer,84.3,97.72,2.319,Warning
2024-01-01 17:35:00,TRF-02,Transformer,85.39,106.2,2.298,Warning
2024-01-01 17:40:00,TRF-03,Transformer,87.98,118.77,2.384,Critical
2024-01-01 17:45:00,TRF-04,Transformer,91.32,122.15,2.338,Critical
2024-01-01 17:50:00,TRF-05,Transformer,83.7,95.91,2.161,Warning
2024-01-01 17:55:00,TRF-01,Transformer,70.25,68.41,2.162,Normal
2024-01-01 18:00:00,TRF-02,Transformer,74.54,76.19,2.136,Normal
2024-01-01 18:05:00,TRF-03,Transformer,74.2,75.63,2.15,Normal
2024-01-01 18:10:00,TRF-04,Transformer,64.38,57.67,1.972,Normal
2024-01-01 18:15:00,TRF-05,Transformer,69.37,57.03,2.01,Normal
2024-01-01 18:20:00,TRF-01,Transformer,66.02,56.72,1.971,Normal
2024-01-01 18:25:00,TRF-02,Transformer,66.04,55.76,1.968,Normal
2024-01-01 18:30:00,TRF-03,Transformer,70.15,63.97,2.092,Normal
2024-01-01 18:35:00,TRF-04,Transformer,66.1,52.22,1.931,Normal
2024-01-01 18:40:00,TRF-05,Transformer,59.68,39.97,1.982,Normal
2024-01-01 18:45:00,TRF-01,Transformer,65.83,52.87,1.948,Normal
2024-01-01 18:50:00,TRF-02,Transformer,69.09,59.33,2.158,Normal
2024-01-01 18:55:00,TRF-03,Transformer,62.31,49.71,1.961,Normal
2024-01-01 19:00:00,TRF-04,Transformer,58.63,37.94,2.211,Normal
2024-01-01 19:05:00,TRF-05,Transformer,53.98,25.17,2.134,Normal
2024-01-01 19:10:00,TRF-01,Transformer,53.96,28.22,1.921,Normal
2024-01-01 19:15:00,TRF-02,Transformer,56.62,33.17,1.932,Normal
2024-01-01 19:20:00,TRF-03,Transformer,56.97,32.5,1.943,Normal
2024-01-01 19:25:00,TRF-04,Transformer,60.32,43.63,2.093,Normal
2024-01-01 19:30:00,TRF-05,Transformer,61.21,37.87,2.076,Normal
2024-01-01 19:35:00,TRF-01,Transformer,50.15,11.85,2.007,Normal
2024-01-01 19:40:00,TRF-02,Transformer,56.43,31.94,1.924,Normal
2024-01-01 19:45:00,TRF-03,Transformer,57.31,31.04,1.906,Normal
2024-01-01 19:50:00,TRF-04,Transformer,57.57,36.93,2.092,Normal
2024-01-01 19:55:00,TRF-05,Transformer,67.86,52.05,2.074,Normal
2024-01-01 20:00:00,TRF-01,Transformer,62.28,41.07,1.98,Normal
2024-01-01 20:05:00,TRF-02,Transformer,59.97,44.86,2.049,Normal
2024-01-01 20:10:00,TRF-03,Transformer,56.76,28.85,2.006,Normal
2024-01-01 20:15:00,TRF-04,Transformer,51.6,18.2,2.077,Normal
2024-01-01 20:20:00,TRF-05,Transformer,55.74,31.96,1.938,Normal
2024-01-01 20:25:00,TRF-01,Transformer,63.06,51.81,2.007,Normal
2024-01-01 20:30:00,TRF-02,Transformer,59.29,41.97,1.945,Normal
2024-01-01 20:35:00,TRF-03,Transformer,62.77,49.72,1.979,Normal
2024-01-01 20:40:00,TRF-04,Transformer,60.93,48.1,2.007,Normal
2024-01-01 20:45:00,TRF-05,Transformer,59.06,32.3,2.011,Normal
2024-01-01 20:50:00,TRF-01,Transformer,69.34,57.27,2.174,Normal
2024-01-01 20:55:00,TRF-02,Transformer,70.7,64.09,2.09,Normal
2024-01-01 21:00:00,TRF-03,Transformer,66.98,57.75,2.091,Normal
2024-01-01 21:05:00,TRF-04,Transformer,62.4,47.4,1.849,Normal
2024-01-01 21:10:00,TRF-05,Transformer,60.28,38.28,1.91,Normal
2024-01-01 21:15:00,TRF-01,Transformer,58.47,39.25,2.0,Normal
2024-01-01 21:20:00,TRF-02,Transformer,56.21,29.86,1.887,Normal
2024-01-01 21:25:00,TRF-03,Transformer,60.9,41.17,2.077,Normal
2024-01-01 21:30:00,TRF-04,Transformer,55.1,30.79,2.102,Normal
2024-01-01 21:35:00,TRF-05,Transformer,58.58,41.98,2.169,Normal
2024-01-01 21:40:00,TRF-01,Transformer,63.26,49.78,2.012,Normal
2024-01-01 21:45:00,TRF-02,Transformer,63.61,57.28,1.995,Normal
2024-01-01 21:50:00,TRF-03,Transformer,58.89,35.67,1.993,Normal
2024-01-01 21:55:00,TRF-04,Transformer,58.61,38.03,1.924,Normal
2024-01-01 22:00:00,TRF-05,Transformer,57.51,28.77,2.002,Normal
2024-01-01 22:05:00,TRF-01,Transformer,51.14,11.16,1.958,Normal
2024-01-01 22:10:00,TRF-02,Transformer,44.65,0.37,2.065,Normal
2024-01-01 22:15:00,TRF-03,Transformer,45.19,5.54,1.903,Normal
2024-01-01 22:20:00,TRF-04,Transformer,48.23,5.11,1.906,Normal
2024-01-01 22:25:00,TRF-05,Transformer,43.83,2.41,2.149,Normal
2024-01-01 22:30:00,TRF-01,Transformer,43.43,0.0,2.015,Normal
2024-01-01 22:35:00,TRF-02,Transformer,51.08,15.77,1.775,Normal
2024-01-01 22:40:00,TRF-03,Transformer,48.31,9.57,2.036,Normal
2024-01-01 22:45:00,TRF-04,Transformer,49.62,11.0,2.072,Normal
2024-01-01 22:50:00,TRF-05,Transformer,47.39,7.51,2.057,Normal
2024-01-01 22:55:00,TRF-01,Transformer,47.84,9.67,1.887,Normal
2024-01-01 23:00:00,TRF-02,Transformer,49.64,16.58,1.883,Normal
2024-01-01 23:05:00,TRF-03,Transformer,51.96,14.95,1.879,Normal
2024-01-01 23:10:00,TRF-04,Transformer,50.36,13.2,1.979,Normal
2024-01-01 23:15:00,TRF-05,Transformer,49.33,11.72,2.109,Normal
2024-01-01 23:20:00,TRF-01,Transformer,59.66,40.33,2.049,Normal
2024-01-01 23:25:00,TRF-02,Transformer,59.43,37.82,1.988,Normal
2024-01-01 23:30:00,TRF-03,Transformer,61.47,34.54,1.885,Normal
2024-01-01 23:35:00,TRF-04,Transformer,55.99,24.31,2.053,Normal
2024-01-01 23:40:00,TRF-05,Transformer,53.01,22.78,2.13,Normal
2024-01-01 23:45:00,TRF-01,Transformer,59.49,45.71,1.958,Normal
2024-01-01 23:50:00,TRF-02,Transformer,59.88,44.06,2.033,Normal
2024-01-01 23:55:00,TRF-03,Transformer,50.63,18.63,2.035,Normal
2024-01-02 00:00:00,TRF-04,Transformer,56.53,31.03,1.962,Normal
2024-01-02 00:05:00,TRF-05,Transformer,63.43,46.9,1.979,Normal
2024-01-02 00:10:00,TRF-01,Transformer,59.6,42.8,2.224,Normal
2024-01-02 00:15:00,TRF-02,Transformer,71.2,71.26,1.905,Normal
2024-01-02 00:20:00,TRF-03,Transformer,71.27,73.17,1.986,Normal
2024-01-02 00:25:00,TRF-04,Transformer,69.88,61.75,2.098,Normal
2024-01-02 00:30:00,TRF-05,Transformer,65.09,51.17,1.972,Normal
2024-01-02 00:35:00,TRF-01,Transformer,62.04,45.98,1.97,Normal
2024-01-02 00:40:00,TRF-02,Transformer,64.23,50.94,2.067,Normal
2024-01-02 00:45:00,TRF-03,Transformer,62.77,45.38,2.04,Normal
2024-01-02 00:50:00,TRF-04,Transformer,58.89,34.64,2.071,Normal
2024-01-02 00:55:00,TRF-05,Transformer,61.03,41.03,2.029,Normal
2024-01-02 01:00:00,TRF-01,Transformer,58.59,31.32,1.947,Normal
2024-01-02 01:05:00,TRF-02,Transformer,62.53,49.72,1.905,Normal
2024-01-02 01:10:00,TRF-03,Transformer,73.04,72.9,1.961,Normal
2024-01-02 01:15:00,TRF-04,Transformer,67.34,56.77,2.025,Normal
2024-01-02 01:20:00,TRF-05,Transformer,75.51,74.82,2.096,Normal
2024-01-02 01:25:00,TRF-01,Transformer,72.3,72.8,2.202,Normal
2024-01-02 01:30:00,TRF-02,Transformer,69.4,58.11,2.008,Normal
2024-01-02 01:35:00,TRF-03,Transformer,67.97,59.65,2.068,Normal
2024-01-02 01:40:00,TRF-04,Transformer,71.59,68.23,2.075,Normal
2024-01-02 01:45:00,TRF-05,Transformer,73.93,70.09,1.97,Normal
2024-01-02 01:50:00,TRF-01,Transformer,72.64,74.78,2.15,Normal
2024-01-02 01:55:00,TRF-02,Transformer,79.95,89.59,2.339,Normal
2024-01-02 02:00:00,TRF-03,Transformer,78.02,80.93,2.166,Normal
2024-01-02 02:05:00,TRF-04,Transformer,76.9,77.59,2.112,Normal
2024-01-02 02:10:00,TRF-05,Transformer,80.71,89.16,2.392,Normal
2024-01-02 02:15:00,TRF-01,Transformer,87.49,105.02,2.34,Warning
2024-01-02 02:20:00,TRF-02,Transformer,80.85,96.13,2.096,Warning
2024-01-02 02:25:00,TRF-03,Transformer,73.39,73.22,2.028,Normal
2024-01-02 02:30:00,TRF-04,Transformer,71.26,72.89,1.992,Normal
2024-01-02 02:35:00,TRF-05,Transformer,65.57,56.15,2.006,Normal
2024-01-02 02:40:00,TRF-01,Transformer,74.51,76.33,2.088,Normal
2024-01-02 02:45:00,TRF-02,Transformer,68.37,56.82,2.032,Normal
2024-01-02 02:50:00,TRF-03,Transformer,64.09,53.64,2.018,Normal
2024-01-02 02:55:00,TRF-04,Transformer,68.47,53.33,2.078,Normal
2024-01-02 03:00:00,TRF-05,Transformer,67.96,62.05,1.919,Normal
2024-01-02 03:05:00,TRF-01,Transformer,73.19,75.24,2.14,Normal
2024-01-02 03:10:00,TRF-02,Transformer,67.36,60.58,1.899,Normal
2024-01-02 03:15:00,TRF-03,Transformer,66.76,61.08,2.144,Normal
2024-01-02 03:20:00,TRF-04,Transformer,70.44,60.54,2.006,Normal
2024-01-02 03:25:00,TRF-05,Transformer,68.4,58.61,1.953,Normal
2024-01-02 03:30:00,TRF-01,Transformer,67.03,51.99,2.05,Normal
2024-01-02 03:35:00,TRF-02,Transformer,63.94,45.95,1.863,Normal
2024-01-02 03:40:00,TRF-03,Transformer,64.38,48.19,1.999,Normal
2024-01-02 03:45:00,TRF-04,Transformer,71.97,67.02,2.179,Normal
2024-01-02 03:50:00,TRF-05,Transformer,75.29,79.39,2.099,Normal
2024-01-02 03:55:00,TRF-01,Transformer,66.33,52.79,2.015,Normal
2024-01-02 04:00:00,TRF-02,Transformer,62.14,48.75,1.926,Normal
2024-01-02 04:05:00,TRF-03,Transformer,58.03,40.14,1.959,Normal
2024-01-02 04:10:00,TRF-04,Transformer,70.68,62.59,2.098,Normal
2024-01-02 04:15:00,TRF-05,Transformer,73.45,77.47,2.192,Normal
2024-01-02 04:20:00,TRF-01,Transformer,67.27,62.36,2.041,Normal
2024-01-02 04:25:00,TRF-02,Transformer,70.48,67.88,2.145,Normal
2024-01-02 04:30:00,TRF-03,Transformer,70.83,75.63,2.015,Normal
2024-01-02 04:35:00,TRF-04,Transformer,68.56,69.72,2.031,Normal
2024-01-02 04:40:00,TRF-05,Transformer,75.37,74.1,2.109,Normal
2024-01-02 04:45:00,TRF-01,Transformer,76.96,86.72,2.251,Normal
2024-01-02 04:50:00,TRF-02,Transformer,82.02,91.8,2.242,Critical
2024-01-02 04:55:00,TRF-03,Transformer,78.77,85.37,2.107,Normal
